borrower_id,age,location,employment_type,borrower_type,credit_score,traditional_payment_history_pct,credit_inquiries,utility_on_time_pct,rent_avg_days_late,mobile_disconnects,avg_bank_balance,overdraft_events,job_tenure_months,monthly_income,income_fluctuation_pct,existing_debt,is_default,savings_ratio,debt_to_income_ratio,income_stability_score,is_gig_worker,payment_reliability_score
B_000086,40,Rural,Salaried,Traditional,570.4451510702858,91.05785031344357,2.0,0.802346466195084,0.004131225221352828,0.0,0.0015224061901103353,0.0,0.04941860465116279,1033.91,2.65,3403.33,0,0.0007697424010001131,0.028485288016562357,0.946989397879576,0,0.8999338655311362
B_000087,57,Suburban,Gig Worker,Thin File,,,,0.7382376519085786,0.07814164633338183,0.0,0.0039117919100756,0.0,0.13662790697674418,5644.07,7.26,39989.35,0,0.00035944492154564345,0.061377198913505585,0.8547709541908382,1,0.8456763320542746
B_000088,38,Suburban,Gig Worker,Thin File,,,,0.7390572046730745,0.1809098259385271,0.16666666666666666,0.04054749067419719,0.0,0.06395348837209303,1470.08,44.93,558.37,0,0.014296550230639114,0.003275567308096729,0.10122024404880992,1,0.7819223212216457
B_000089,33,Suburban,Salaried,Traditional,657.3002255153671,72.02883169477595,1.0,0.698348870691865,0.07238369123410712,0.3333333333333333,0.012310542737256493,0.16666666666666666,0.09011627906976744,3676.45,8.4,305.66,0,0.0017367445963905731,0.0007064889211990402,0.8319663932786558,0,0.7607926613090337
B_000090,62,Urban,Salaried,Traditional,781.5236569083102,97.00352733399887,1.0,0.8720295152575473,0.036334072071923684,0.0,0.0009423681680677085,0.0,0.2441860465116279,4511.97,2.53,105.6,1,0.0001087907125501947,0.00018895809101379055,0.9493898779755954,0,0.9251145360071966
B_000091,35,Suburban,Self-Employed,Traditional,741.6333797439368,89.90256803035838,2.0,0.8477622948781348,0.06297728885762982,0.16666666666666666,0.0002379256454436271,0.16666666666666666,0.12790697674418605,14788.3,32.06,11656.93,1,7.5239999221395815e-06,0.006816894380205433,0.3586717343468695,0,0.8716546274484451
B_000092,64,Rural,Unemployed,Traditional,722.6591895324343,66.24958543202285,0.0,0.661684225348668,4.4246101363140256e-05,0.0,0.0006406709495049185,0.3333333333333333,0.014534883720930232,1763.02,14.21,1355.07,0,0.00019182970413210893,0.006643321283705561,0.7157431486297259,0,0.8308288388439251
B_000093,41,Urban,Self-Employed,Traditional,697.7599675703449,88.29334871153392,1.0,0.7772050120329089,0.00781044627436791,0.0,0.00022734800196365086,0.0,0.06976744186046512,1304.25,8.32,227.27,0,9.555132909344642e-05,0.0014951370815419753,0.8335667133426687,0,0.8862593721341441
B_000094,43,Rural,Salaried,Traditional,645.2649235427556,92.3422927428522,3.0,0.7605270854580892,0.06297728885762982,0.16666666666666666,0.0007096600115082315,0.0,0.29069767441860467,4139.32,7.28,2804.88,0,8.956506293674548e-05,0.005857150301733983,0.854370874174835,0,0.8280370227384224
B_000095,42,Urban,Salaried,Traditional,611.6843874573244,82.19343464616264,2.0,0.729627115976498,0.008896855858851131,0.0,0.0032677173643064126,0.16666666666666666,0.17732558139534885,2335.26,4.92,262.21,0,0.000727560147157648,0.0009588282084899576,0.9015803160632128,0,0.8621445012305937
