borrower_id,age,location,employment_type,borrower_type,credit_score,traditional_payment_history_pct,credit_inquiries,utility_on_time_pct,rent_avg_days_late,mobile_disconnects,avg_bank_balance,overdraft_events,job_tenure_months,monthly_income,income_fluctuation_pct,existing_debt,is_default,savings_ratio,debt_to_income_ratio,income_stability_score,is_gig_worker,payment_reliability_score,risk_probability,risk_category
B_000016,20,Urban,Unemployed,Traditional,695.2185227405358,67.45567630910234,1.0,0.5856672971195733,0.0148627744271233,0.1666666666666666,0.0026019780111784,0.1666666666666666,0.0203488372093023,19120.43,15.94,355.22,0,6.960811573612812e-05,0.0001471681560275,0.6811362272454493,0,0.7550414828983163,0.31347519159317017,Medium Risk
B_000017,39,Urban,Salaried,Traditional,676.3965172533512,42.126809793562344,3.0,0.6919287988096501,0.0629772888576298,0.1666666666666666,0.0049919140131744,0.5,0.0087209302325581,1225.72,4.6,115.55,0,0.0021156916032659,0.0008024837779895,0.907981596319264,0,0.7937378794142027,0.2848564386367798,Medium Risk
B_000018,19,Urban,Salaried,Thin File,,,,0.7132434892583833,0.1116050278485291,0.1666666666666666,0.0023631352290168,0.3333333333333333,0.6075581395348837,2509.8,0.68,385.76,0,0.0004900744233816,0.0013176560715199,0.9863972794558912,0,0.7898069029412997,0.26904746890068054,Medium Risk
B_000019,41,Urban,Salaried,Thin File,,,,0.7400963308445814,0.016934340544139,0.0,0.0034551597286326,0.1666666666666666,0.2296511627906976,8868.06,3.81,1002.36,1,0.0002015762845558,0.0009656110397385,0.9237847569513904,0,0.864967863259049,0.22958910465240479,Medium Risk
B_000020,61,Suburban,Salaried,Traditional,649.673628041018,70.36715270708662,3.0,0.557282277921517,0.0258546011556899,0.1666666666666666,0.0016027677474158,0.0,0.0087209302325581,4392.13,0.1,2675.24,0,0.0001897438047233,0.005263557493635,0.9979995999199842,0,0.7375514252807183,0.2714132070541382,Medium Risk
B_000021,47,Rural,Self-Employed,Traditional,688.0905428289208,89.15782821057317,2.0,0.8763836096689089,0.0370667648895902,0.8333333333333333,0.0006133810369428,0.0,0.0610465116279069,7005.29,27.48,6488.82,1,4.5228231188829895e-05,0.0080123290282393,0.4502900580116025,0,0.7604051087009107,0.1892363578081131,Low Risk
B_000022,55,Urban,Salaried,Traditional,761.5964034008264,69.97628800794861,0.0,0.86534878687643,0.0629772888576298,0.1666666666666666,0.0009819477126498,0.1666666666666666,0.0406976744186046,1429.04,4.26,5270.17,0,0.0003607030535794,0.0319240711045431,0.9147829565913184,0,0.8804478734475927,0.15427586436271667,Low Risk
B_000023,19,Urban,Self-Employed,Thin File,,,,0.7163465692399897,0.0816195560794203,0.0,0.0028343804554986,0.1666666666666666,0.002906976744186,2543.08,25.67,1757.44,1,0.0005796921447477,0.0059727664197634,0.4864972994598922,0,0.8336874177961686,0.3357778787612915,Medium Risk
B_000024,38,Urban,Unemployed,Traditional,734.7782686908997,87.3651819506663,2.0,0.7885216951186823,0.1030867988979496,0.0,0.000309951449024,0.3333333333333333,0.0872093023255814,2425.8,6.12,1142.27,0,6.83928179841523e-05,0.004065277954483,0.8775755151030207,0,0.8633348078899563,0.2107977271080017,Medium Risk
B_000025,50,Urban,Gig Worker,Traditional,711.6836771521773,96.02784383593104,1.0,0.7547512218544788,0.0629772888576298,0.0,0.0171988814437541,0.3333333333333333,0.0901162790697674,1996.88,1.46,1345.97,0,0.0044666649661213,0.0058246020336269,0.9707941588317666,1,0.8584824242699505,0.18686407804489136,Low Risk
B_000026,29,Suburban,Gig Worker,Traditional,656.7667538525884,79.28006974533935,5.0,0.7664996209874034,0.0629772888576298,0.1666666666666666,0.0157927070470278,0.3333333333333333,0.0552325581395348,1294.48,48.05,2465.84,1,0.0063263918842522,0.0164816204442668,0.0388077615523105,1,0.8310232905030794,0.34069007635116577,Medium Risk
B_000027,39,Suburban,Salaried,Traditional,688.8700639105562,73.26059978139774,2.0,0.7254939809703755,0.1216139122664223,0.1666666666666666,0.0028309564784183,0.0,0.1802325581395348,6497.17,4.29,1411.21,0,0.0002258262211367,0.0018682220753969,0.9141828365673136,0,0.7929294834719278,0.17691701650619507,Low Risk
B_000028,61,Urban,Salaried,Traditional,807.9137691353661,89.38013080393945,1.0,0.7212073387953988,0.0629772888576298,0.1666666666666666,0.0011260808430744,0.0,0.0697674418604651,509.12,4.66,453.46,0,0.0011602120151932,0.0076898243292695,0.9067813562712546,0,0.8083771494070771,0.08814341574907303,Low Risk
B_000029,42,Urban,Salaried,Traditional,699.4462636030371,70.93174074483981,2.0,0.8685862052650999,0.0088398899197546,0.0,0.0007638729819451,0.0,0.0145348837209302,3710.93,3.73,3616.64,0,0.0001076367283321,0.0084299251770363,0.9253850770154032,0,0.9316411356566234,0.0885266661643982,Low Risk
B_000030,66,Urban,Salaried,Traditional,601.1183180663144,91.21036782933774,2.0,0.53460695987293,0.0717597163741028,0.0,0.0020134411888831,0.3333333333333333,0.0465116279069767,4595.02,0.23,2460.35,1,0.0002276377454766,0.0046253938727884,0.9953990798159632,0,0.7457755650242341,0.4218999445438385,Medium Risk
B_000031,44,Suburban,Gig Worker,Thin File,,,,0.7737986293058509,0.1425277304377727,0.0,0.0016993116725885,0.0,0.0290697674418604,2977.22,6.81,4023.87,0,0.0002973640481593,0.0116951002856425,0.8637727545509104,1,0.8441409955215935,0.21775327622890472,Medium Risk
B_000032,59,Urban,Salaried,Traditional,510.86022002137554,84.64930488274666,3.0,0.4946012799010306,0.0825979045389831,0.1666666666666666,0.0010019412931004,0.1666666666666666,0.2674418604651162,9082.31,8.6,5833.48,1,5.674622176816599e-05,0.0055517937549105,0.827965593118624,0,0.689187935255487,0.540799081325531,Medium Risk
B_000033,45,Rural,Gig Worker,Traditional,690.9918965402304,91.24007446227624,2.0,0.6429325643041194,0.0629772888576298,0.3333333333333333,0.0064405008879004,0.1666666666666666,0.1569767441860465,3052.12,22.41,1009.48,1,0.001095247361016,0.0028515649653391,0.551710342068414,1,0.7359064288281041,0.2588794231414795,Medium Risk
B_000034,33,Suburban,Salaried,Traditional,784.9649875026251,81.24554189783427,0.0,0.848605670149141,0.1374306066987758,0.0,0.0023120405234209,0.1666666666666666,0.002906976744186,3430.44,8.92,209.49,0,0.0003504921458554,0.0005152495906413,0.8215643128625727,0,0.8830736530649377,0.11461217701435089,Low Risk
B_000035,32,Urban,Gig Worker,Thin File,,,,0.8972088633634729,0.2454940960551903,0.1666666666666666,0.0052988898630692,0.1666666666666666,0.0988372093023255,2055.59,27.26,144.59,0,0.001338803559679,0.0005954600680526,0.4546909381876376,1,0.841622869531846,0.38142290711402893,Medium Risk
B_000036,64,Suburban,Salaried,Traditional,691.9786187606439,92.01980479749032,4.0,0.7792335909541949,0.1525882632025844,0.1666666666666666,0.0017050386818715,0.0,0.0813953488372093,1911.33,5.07,1494.02,0,0.0004654434088304,0.0067567171693605,0.898579715943189,0,0.8105069831829887,0.23054595291614532,Medium Risk
B_000037,68,Rural,Salaried,Traditional,758.834544469543,64.93656064235539,5.0,0.7435103667010181,0.0533255670663531,0.1666666666666666,0.0021937502676255,0.0,0.0436046511627907,1047.18,0.07,5280.14,0,0.0010920855156565,0.0436417218687068,0.9985997199439892,0,0.8224241798972698,0.0679059773683548,Low Risk
B_000038,61,Suburban,Self-Employed,Traditional,767.2910906557188,83.97471603441342,1.0,0.6203958923269243,0.0307933682079231,0.0,0.0014454074674372,0.1666666666666666,0.066860465116279,1943.55,36.85,635.68,0,0.0003884763323207,0.0028191929369442,0.2628525705141029,0,0.8009599357010853,0.22696174681186676,Medium Risk
B_000039,69,Urban,Salaried,Traditional,782.3840937820664,78.32038396467021,3.0,0.7027389017211927,0.0009079150159272,0.0,0.0050170231784294,0.1666666666666666,0.0581395348837209,4277.29,6.31,5858.1,0,0.0006086771060624,0.0118525052383358,0.8737747549509902,0,0.8510970763558181,0.07255633175373077,Low Risk
B_000040,20,Urban,Self-Employed,Traditional,530.5396934923597,76.37748946458449,3.0,0.6184404976356296,0.043615870233934,0.1666666666666666,0.0204600565661394,0.1666666666666666,0.4680232558139535,2852.3,1.64,153.04,0,0.0037197809709991,0.0004509979465632,0.9671934386877376,0,0.7628021544143013,0.1310267448425293,Low Risk
B_000041,54,Rural,Salaried,Traditional,720.3944763689448,89.82830458866037,0.0,0.8575834790721875,0.0629772888576298,0.1666666666666666,0.0048108712250576,0.0,0.002906976744186,3044.58,0.05,210.2,0,0.0008205114539178,0.0005843010248328,0.9989997999599922,0,0.8765652195454714,0.10963905602693558,Low Risk
B_000042,68,Suburban,Salaried,Thin File,,,,0.629158564646512,0.0968354321530812,0.0,0.0096388827163323,0.0,0.1162790697674418,1382.71,6.25,41.83,0,0.003616868145548,0.0002481579092531,0.874974994999,0,0.7855286526773315,0.15245307981967926,Low Risk
B_000043,24,Suburban,Gig Worker,Thin File,,,,0.8099353196601974,0.0450392425037582,0.3333333333333333,0.049474593774162,0.1666666666666666,0.002906976744186,2787.98,29.35,441.22,0,0.0091999293655436,0.001357182126881,0.4128825765153032,1,0.8247892204123046,0.3306659758090973,Medium Risk
B_000044,38,Rural,Salaried,Thin File,,,,0.6544005914562983,0.1480876230422145,0.0,0.0035327494949684,0.1666666666666666,0.0901162790697674,2768.71,8.85,953.74,0,0.0006630969361078,0.002970358934484,0.822964592918584,0,0.7827740088154846,0.3408781588077545,Medium Risk
B_000045,26,Rural,Self-Employed,Traditional,692.6437697481293,84.60836436290472,3.0,0.6026386847929626,0.495092627587789,0.0,0.0002603037813608,0.1666666666666666,0.0436046511627907,2330.38,9.36,511.53,1,6.020735650490315e-05,0.0018876383016062,0.8127625525105022,0,0.6527915541201446,0.466214656829834,Medium Risk
B_000046,56,Rural,Salaried,Traditional,738.10688593915,55.64458749982333,2.0,0.7266648852210145,0.1416312451149378,0.0,0.00033989086766,0.0,0.0523255813953488,1827.72,2.14,738.93,0,9.97088142810074e-05,0.0034879317129961,0.9571914382876576,0,0.8208430690760258,0.13938090205192566,Low Risk
B_000047,35,Urban,Self-Employed,Traditional,605.6706716158641,81.61190631654812,1.0,0.7640926904043291,0.1336780840471116,0.0,0.0035045424456885,0.1666666666666666,0.0610465116279069,7806.45,28.57,1696.87,1,0.0002324559799057,0.0018696907913134,0.4284856971394282,0,0.8419429199880311,0.38556861877441406,Medium Risk
B_000048,21,Suburban,Salaried,Thin File,,,,0.7244663283316743,0.0564129274579784,0.0,0.0003217111798293,0.0,0.0988372093023255,3331.8,6.88,3820.31,0,5.124866794172711e-05,0.0099200621727594,0.8623724744948993,0,0.8453092859284437,0.14312848448753357,Low Risk
B_000049,42,Suburban,Salaried,Traditional,735.0667147072841,77.85668752052614,1.0,0.9476194719556722,0.0450433627016204,0.0,0.0018596679325123,0.0,0.0872093023255814,5630.84,9.92,689.87,1,0.0001713540793597,0.0010477407321532,0.8015603120624126,0,0.96029672716735,0.10277748852968216,Low Risk
B_000050,31,Suburban,Salaried,Thin File,,,,0.8281065759259826,0.0093909807221777,0.0,0.0004628279494928,0.1666666666666666,0.1162790697674418,1872.36,9.15,7376.17,0,0.0001313268288149,0.0341085725903714,0.8169633926785358,0,0.911235993746338,0.2432541847229004,Medium Risk
B_000051,67,Suburban,Salaried,Traditional,593.5866579107891,80.08383786017197,0.0,0.6011961358074523,0.0852975809125262,0.1666666666666666,0.0019788957058415,0.0,0.1656976744186046,2481.61,7.89,346.99,0,0.000415402243763,0.0011974378249338,0.8421684336867374,0,0.7416754602966349,0.25420576333999634,Medium Risk
B_000052,26,Urban,Salaried,Traditional,773.7120992170095,89.20197980527401,2.0,0.8388533127537879,0.034929647827171,0.0,0.0051090629432763,0.5,0.0523255813953488,1618.22,8.83,584.6,1,0.0016400208316813,0.0031150112884138,0.8233646729345871,0,0.9089477620287428,0.13350199162960052,Low Risk
B_000053,43,Suburban,Self-Employed,Traditional,654.7070738687678,91.79098805433338,1.0,0.6162876777831429,0.0610933042891177,0.1666666666666666,0.0018886086911666,0.1666666666666666,0.0581395348837209,2031.44,25.13,4785.63,0,0.0004846873155982,0.0203918634079166,0.4972994598919786,0,0.7564825142715028,0.3012388348579407,Medium Risk
B_000054,19,Suburban,Self-Employed,Thin File,,,,0.7812152095271325,0.0672938601504909,0.0,0.0037936443199919,0.0,0.0552325581395348,1524.81,20.19,86.81,0,0.001293484824084,0.0004792344966199,0.5961192238447692,0,0.870419446718419,0.21037133038043976,Medium Risk
B_000055,37,Urban,Salaried,Traditional,730.037083203653,91.26347904593078,3.0,0.5090376256709028,0.0701099903875456,0.0,0.0219666880047016,0.0,0.0232558139534883,2197.91,1.0,1597.85,0,0.0051824728133882,0.0062835336454598,0.9799959991998402,0,0.7334858157191877,0.13399483263492584,Low Risk
B_000056,45,Urban,Salaried,Thin File,,,,0.839683018616739,0.0444422808350682,0.1666666666666666,0.003427258391592,0.1666666666666666,0.0494186046511627,6283.05,5.76,214.21,0,0.0002827720096176,0.0002815884396482,0.8847769553910783,0,0.8731754917245158,0.18478073179721832,Low Risk
B_000057,64,Urban,Salaried,Traditional,612.254492179413,60.00579954084279,0.0,0.8363026772473436,0.0442097777784966,0.0,0.0079422613114496,0.1666666666666666,0.0872093023255814,2273.12,3.66,362.64,1,0.001813321665815,0.0013681247444958,0.9267853570714146,0,0.9048884052901228,0.18353985249996185,Low Risk
B_000058,24,Urban,Salaried,Traditional,844.5040808154016,87.34417032049505,5.0,0.5803658548160313,0.0093350653676485,0.1666666666666666,0.0179542760062625,0.1666666666666666,0.0465116279069767,9351.07,8.58,241.78,0,0.0009949910343786,0.0002102239190853,0.8283656731346272,0,0.7540490744643877,0.04232209175825119,Low Risk
B_000059,61,Urban,Salaried,Traditional,825.148046111182,92.1132223355027,4.0,0.7491734547487445,0.0426342012009791,0.0,0.0097502434947034,0.5,0.0203488372093023,2030.86,1.25,315.64,0,0.0024910819606647,0.001332432628134,0.9749949989998,0,0.8617964670140785,0.05213405564427376,Low Risk
B_000060,25,Urban,Salaried,Traditional,728.4028112649415,64.3214472207508,1.0,0.6733974661995165,0.1408690727184096,0.0,0.0025995934557118,0.0,0.0784883720930232,3579.46,7.8,489.44,0,0.0003774895179765,0.001170826380363,0.8439687937587519,0,0.7944380112842353,0.19502729177474976,Low Risk
B_000061,64,Suburban,Unemployed,Traditional,714.432273818535,79.58347298337564,0.0,0.5999162216299169,0.0359805010678027,0.0,0.0444949897738236,0.0,0.0290697674418604,6421.21,43.37,709.68,0,0.0035924213424612,0.0009438276430651,0.1324264852970595,0,0.7891639604946177,0.22146432101726532,Medium Risk
B_000062,52,Suburban,Self-Employed,Traditional,706.3828981008237,87.09605848570277,3.0,0.8366998233871379,0.0543664841435985,0.1666666666666666,0.0034586448481607,0.0,0.0290697674418604,1356.88,17.55,849.25,0,0.0013257012376074,0.0054062343372453,0.6489297859571916,0,0.868706633117156,0.135648712515831,Low Risk
B_000063,31,Suburban,Salaried,Traditional,556.0002699185063,85.38055186341496,2.0,0.7454387202853536,0.0629772888576298,0.1666666666666666,0.0012109261798897,0.1666666666666666,0.0290697674418604,2990.92,8.08,1383.65,0,0.000211355140216,0.0039939760354602,0.8383676735347072,0,0.8204928401520546,0.3830696642398834,Medium Risk
B_000064,34,Rural,Salaried,Traditional,689.024591033717,87.1771556499669,4.0,0.7980957425374048,0.1316422040457049,0.0,0.0011287303491484,0.0,0.002906976744186,8898.69,5.72,546.97,0,6.533308526171199e-05,0.0005187964394585,0.8855771154230847,0,0.8595552100549908,0.1768796741962433,Low Risk
B_000065,53,Urban,Self-Employed,Traditional,687.9633265516599,91.94753282695616,2.0,0.6420325264433575,0.041768629369364,0.1666666666666666,0.0043667732454262,0.5,0.1337209302325581,2356.52,39.64,1702.69,1,0.0009627169853682,0.0062452488371324,0.2070414082816565,0,0.7751523410775363,0.47406500577926636,Medium Risk
B_000066,67,Urban,Salaried,Traditional,633.9190651009295,66.97687930624261,3.0,0.4873429332571679,0.0169479083052396,0.0,0.0015397298836709,0.3333333333333333,0.0930232558139534,3905.9,4.78,1883.22,1,0.0002051665591205,0.0041635036469458,0.9043808761752352,0,0.7385870941370121,0.433481901884079,Medium Risk
B_000067,57,Rural,Gig Worker,Traditional,655.2520662398732,59.69831823562165,2.0,0.9001776068041906,0.0032120278777772,0.0,0.0014766512582942,0.3333333333333333,0.0319767441860465,1122.06,13.31,1629.06,1,0.0006880891714023,0.0125570060479623,0.7337467493498702,1,0.949125195038762,0.28115415573120117,Medium Risk
B_000068,21,Urban,Gig Worker,Thin File,,,,0.837773944810507,0.0629772888576298,0.3333333333333333,0.0007535195274406,0.0,0.2180232558139535,3025.82,26.02,1185.93,1,0.0001305440161817,0.0033816641474502,0.4794958991798361,1,0.8333271190812979,0.42318591475486755,Medium Risk
B_000069,19,Rural,Salaried,Traditional,592.2181655900007,85.97595193571573,2.0,0.8204303108402305,0.0629772888576298,0.1666666666666666,0.0052672384558931,0.0,0.0494186046511627,3449.79,0.63,1381.47,0,0.000792572405837,0.0034555625299716,0.9873974794958996,0,0.857988635429493,0.2210366576910019,Medium Risk
B_000070,23,Rural,Salaried,Thin File,,,,0.8858451413235854,0.0535630608254617,0.0,0.0013511665744672,0.0,0.3226744186046512,2422.79,1.74,622.31,0,0.0002912269338786,0.0022112348104058,0.965193038607722,0,0.9268536524141542,0.18982179462909698,Low Risk
B_000071,59,Suburban,Gig Worker,Thin File,,,,0.8829746526728357,0.035515347473571,0.0,0.0046463368978633,0.3333333333333333,0.1162790697674418,7923.97,33.64,777.46,0,0.0003036944094368,0.0008363540243447,0.3270654130826167,1,0.9308327220943464,0.27303677797317505,Medium Risk
B_000072,21,Rural,Unemployed,Thin File,,,,0.49766435765332,0.0629772888576298,0.1666666666666666,0.0035459358828905,0.1666666666666666,0.0843023255813953,1610.21,10.32,3739.82,0,0.0011451331039221,0.0201015631563703,0.7935587117423488,0,0.6966056588360376,0.2713896334171295,Medium Risk
B_000073,46,Urban,Salaried,Traditional,694.6278923980751,76.46133904879903,2.0,0.5906244551519765,0.1229611444010069,0.0,0.0268942801627261,0.3333333333333333,0.4127906976744186,3170.29,1.75,1000.35,0,0.0043986805210919,0.0027198438908838,0.96499299859972,0,0.7584238842556861,0.06236984208226204,Low Risk
B_000074,35,Urban,Self-Employed,Thin File,,,,0.6033449640914726,0.1360836754259275,0.0,0.0001396085892829,0.0,0.0872093023255814,7672.33,16.42,670.7,1,9.159552721679437e-06,0.0007436606344387,0.6715343068613724,0,0.760847379417958,0.3415864109992981,Medium Risk
B_000075,43,Suburban,Salaried,Traditional,638.3827979284197,89.33449474226995,1.0,0.6541734759587519,0.0629772888576298,0.0,0.0022231801658627,0.0,0.0784883720930232,1971.84,8.19,331.25,0,0.0005873077609215,0.0014412786854404,0.8361672334466896,0,0.808193551322087,0.21046723425388336,Medium Risk
B_000076,61,Urban,Salaried,Thin File,,,,0.6828206555761355,0.0629772888576298,0.1666666666666666,0.0005939785001549,0.1666666666666666,0.0494186046511627,9375.53,7.75,2992.43,1,3.236743265498011e-05,0.0027519175062732,0.8449689937987599,0,0.7891838077974456,0.4902310371398926,Medium Risk
B_000077,51,Rural,Self-Employed,Thin File,,,,0.8260759247074771,0.0149513219663734,0.1666666666666666,0.0012862740564706,0.0,0.0959302325581395,1037.28,30.3,2640.34,0,0.0006493139197954,0.0220243299638471,0.3938787757551512,0,0.8752192324304933,0.2729742228984833,Medium Risk
B_000078,27,Urban,Gig Worker,Thin File,,,,0.578134520026031,0.047237172816667,0.3333333333333333,0.0009035630944918,0.1666666666666666,0.0145348837209302,3199.91,11.16,2106.05,1,0.0001476735545898,0.0056881471382698,0.7767553510702143,1,0.7082294415013488,0.5609890818595886,Medium Risk
B_000079,53,Suburban,Self-Employed,Thin File,,,,0.4557362721872743,0.0444696539820881,0.1666666666666666,0.008215078913806,0.3333333333333333,0.0261627906976744,2255.28,5.48,316.96,0,0.0018903673549347,0.0012035976962722,0.8903780756151232,0,0.6811939065656774,0.4016503095626831,Medium Risk
B_000080,31,Suburban,Gig Worker,Thin File,,,,0.7519538303363266,0.0714168624495705,0.1666666666666666,0.0057645303651636,0.0,0.1802325581395348,3581.56,3.39,1684.04,0,0.0008353447771132,0.0040598728374297,0.9321864372874578,1,0.8212185230999589,0.13463366031646729,Low Risk
B_000081,48,Suburban,Salaried,Traditional,702.3631335154249,92.7940105843325,1.0,0.9004288093224293,0.0629772888576298,0.0,0.0043709309318808,0.1666666666666666,0.1075581395348837,4496.98,4.01,818.36,0,0.000504398796606,0.001562903028337,0.9197839567913584,0,0.9313212180039256,0.11288321018218994,Low Risk
B_000082,65,Urban,Salaried,Traditional,687.6964879920349,78.05023751493415,2.0,0.7986506740414562,0.0404276419010168,0.0,0.011313024081218,0.1666666666666666,0.0755813953488372,3062.53,1.71,1945.01,0,0.0019162266353081,0.0054882889185473,0.9657931586317264,0,0.8871970444504229,0.14717864990234375,Low Risk
B_000083,32,Urban,Salaried,Traditional,675.4940882805336,65.48390097996467,2.0,0.804914660989317,0.2454382154010188,0.0,0.0118144125344952,0.0,0.0319767441860465,2404.81,6.39,3603.53,0,0.002548547907931,0.0129668323102791,0.8721744348869775,0,0.8288258658743528,0.167866051197052,Low Risk
B_000084,25,Rural,Salaried,Traditional,726.0667328163586,89.00071681063974,2.0,0.826638392916532,0.1684254335605402,0.0,0.0080153061558277,0.1666666666666666,0.0116279069767441,1847.46,3.63,152.05,0,0.0022517035565384,0.0006990384445033,0.9273854770954192,0,0.862791566390104,0.09319715946912766,Low Risk
B_000085,31,Urban,Self-Employed,Thin File,,,,0.6455725920576741,0.011578303677182,0.1666666666666666,0.0042019535868085,0.0,0.3168604651162791,3330.46,24.96,879.29,0,0.00065520664703,0.0022734976411602,0.5007001400280056,0,0.7859794715923492,0.1891486644744873,Low Risk
B_000086,40,Rural,Salaried,Traditional,570.4451510702858,91.05785031344357,2.0,0.802346466195084,0.0041312252213528,0.0,0.0015224061901103,0.0,0.0494186046511627,1033.91,2.65,3403.33,0,0.0007697424010001,0.0284852880165623,0.946989397879576,0,0.8999338655311362,0.22087587416172028,Medium Risk
B_000087,57,Suburban,Gig Worker,Thin File,,,,0.7382376519085786,0.0781416463333818,0.0,0.0039117919100756,0.0,0.1366279069767441,5644.07,7.26,39989.35,0,0.0003594449215456,0.0613771989135055,0.8547709541908382,1,0.8456763320542746,0.24925389885902405,Medium Risk
